reservation_id,price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_center_distance,metro_distance,city_name
1229,158.5365854,Private room,FALSE,2,10,100,1,2.514610567,0.3092141,lisbon
1230,512.6641651,Entire home/apt,FALSE,4,10,93,2,0.509542906,0.306968273,lisbon
1231,99.90619137,Private room,FALSE,2,10,95,1,2.15065135,0.887178297,lisbon
1232,260.0844278,Entire home/apt,FALSE,4,10,87,1,3.784804226,1.633027427,lisbon
1233,213.8836773,Entire home/apt,FALSE,2,10,96,0,3.082901821,0.873684582,lisbon
1234,297.3733583,Entire home/apt,FALSE,4,9,90,2,3.103277921,0.846550715,lisbon
1235,95.91932458,Private room,FALSE,2,8,77,1,2.389288728,0.59288985,lisbon
1236,334.4277674,Entire home/apt,FALSE,4,9,92,1,0.475147666,0.312759984,lisbon
1237,167.4484053,Private room,FALSE,2,9,94,1,0.493652336,0.401678991,lisbon
1238,161.8198874,Private room,FALSE,2,10,93,1,0.514317281,0.412907362,lisbon
1239,112.3358349,Private room,FALSE,2,10,90,1,3.348615484,0.295304114,lisbon
1240,159.7091932,Private room,FALSE,2,10,100,1,3.331134771,0.274531657,lisbon
1241,117.9643527,Private room,FALSE,2,10,100,1,3.307430521,0.31844289,lisbon
1242,366.5572233,Entire home/apt,FALSE,4,10,96,2,0.217540488,0.228195043,lisbon
1243,245.3095685,Entire home/apt,FALSE,4,10,87,2,2.941794489,0.499237313,lisbon
1244,329.7373358,Entire home/apt,FALSE,4,9,85,2,0.295541788,0.21293274,lisbon
1245,440.9005629,Private room,FALSE,2,9,80,1,1.440740271,0.319294427,lisbon
1246,123.8273921,Private room,FALSE,2,10,84,1,1.440728156,0.319314872,lisbon
1247,92.16697936,Private room,FALSE,2,10,96,1,2.364158038,0.46087316,lisbon
1248,337.945591,Entire home/apt,FALSE,4,9,80,1,0.622251531,0.45459262,lisbon
1249,306.5196998,Entire home/apt,FALSE,4,6,60,1,0.614447169,0.400443003,lisbon
1250,262.6641651,Entire home/apt,FALSE,4,8,80,2,1.77899756,0.258780352,lisbon
1251,181.5196998,Entire home/apt,FALSE,2,9,88,1,2.242094388,0.549290702,lisbon
1252,211.7729831,Private room,FALSE,2,10,100,1,0.138030509,0.195217284,lisbon
1253,140.9474672,Private room,FALSE,2,9,85,2,2.199111123,0.411705264,lisbon
1254,181.5196998,Private room,FALSE,2,10,100,1,0.462160331,0.353218207,lisbon
1255,158.5365854,Private room,FALSE,2,8,90,1,1.33658319,0.631514929,lisbon
1256,193.011257,Private room,FALSE,3,10,100,1,0.462129564,0.353182289,lisbon
1257,973.9681051,Entire home/apt,FALSE,4,10,80,2,6.076272608,1.155364189,lisbon
1258,260.0844278,Private room,FALSE,2,10,100,1,0.927917377,0.599487318,lisbon
1259,470.9193246,Entire home/apt,FALSE,4,10,100,2,0.88244666,0.566136754,lisbon
1260,295.0281426,Entire home/apt,FALSE,6,2,20,3,4.545798431,0.27385855,lisbon
1261,112.1013133,Private room,FALSE,2,10,99,1,2.722786959,0.436570574,lisbon
1262,183.8649156,Entire home/apt,FALSE,6,9,100,2,2.248306524,0.196889309,lisbon
1263,135.0844278,Private room,FALSE,2,10,100,1,2.6621679,0.158146097,lisbon
1264,135.0844278,Private room,FALSE,2,10,100,1,2.776529661,0.051083934,lisbon
1265,135.0844278,Private room,FALSE,2,9,100,1,2.707034587,0.066942485,lisbon
1266,100.6097561,Private room,FALSE,2,10,94,1,2.15444632,0.301042656,lisbon
1267,100.6097561,Private room,FALSE,2,9,80,1,1.940702026,0.341278555,lisbon
1268,83.25515947,Shared room,TRUE,3,8,80,1,2.095144444,0.493350807,lisbon
1269,127.3452158,Private room,FALSE,2,9,89,1,2.435816552,0.331313811,lisbon
1270,262.6641651,Entire home/apt,FALSE,2,10,92,0,0.576467651,0.347709304,lisbon
1271,225.6097561,Entire home/apt,FALSE,4,10,95,1,1.210395297,0.586476057,lisbon
1272,158.5365854,Private room,FALSE,3,6,60,1,2.650918607,0.217295376,lisbon
1273,187.3827392,Entire home/apt,FALSE,2,10,100,1,2.16349676,0.61593087,lisbon
1274,187.3827392,Entire home/apt,FALSE,4,10,88,1,6.609726757,0.753556154,lisbon
1275,424.4840525,Entire home/apt,FALSE,2,10,94,1,1.185131053,0.662300833,lisbon
1276,166.5103189,Entire home/apt,FALSE,3,10,100,1,3.171840958,0.375059048,lisbon
1277,702.1575985,Entire home/apt,FALSE,6,10,98,2,0.546836901,0.269068883,lisbon
1278,181.5196998,Entire home/apt,FALSE,3,10,100,2,1.993056373,0.409312883,lisbon
1279,151.5009381,Private room,FALSE,2,9,90,1,0.693909631,0.229615193,lisbon
1280,450.0469043,Entire home/apt,FALSE,6,9,97,3,6.37099028,0.984879856,lisbon
1281,155.956848,Private room,FALSE,2,10,100,1,0.274621436,0.288095543,lisbon
1282,198.8742964,Entire home/apt,FALSE,4,8,87,1,0.71298423,0.400429253,lisbon
1283,690.6660413,Entire home/apt,FALSE,6,10,100,2,0.791796121,0.46544318,lisbon
1284,243.6679174,Entire home/apt,FALSE,2,10,93,1,1.871682724,0.288434945,lisbon
1285,514.7748593,Entire home/apt,FALSE,4,6,70,1,0.791802078,0.46544882,lisbon
1286,319.1838649,Entire home/apt,FALSE,3,4,40,1,0.513714114,0.416614417,lisbon
1287,202.3921201,Private room,FALSE,2,10,100,1,0.253928876,0.295777075,lisbon
1288,142.120075,Private room,FALSE,2,8,80,1,0.641116826,0.239280596,lisbon
1289,248.8273921,Private room,FALSE,2,10,100,1,6.241946201,0.766925801,lisbon
1290,168.8555347,Private room,FALSE,2,10,100,1,0.991232728,0.671280441,lisbon
1291,108.8180113,Private room,FALSE,2,9,84,1,2.402894315,0.903691371,lisbon
1292,216.4634146,Private room,FALSE,2,10,100,1,6.188811286,0.773069768,lisbon
1293,108.8180113,Private room,FALSE,2,8,85,1,2.370175414,0.758740199,lisbon
1294,104.1275797,Private room,FALSE,2,9,90,1,2.587135037,0.31418899,lisbon
1295,104.1275797,Private room,FALSE,2,9,88,1,2.780351759,0.398636332,lisbon
1296,126.1726079,Private room,FALSE,2,10,100,1,3.702142266,0.630093308,lisbon
1297,337.7110694,Entire home/apt,FALSE,4,10,97,1,0.595397813,0.287984498,lisbon
1298,267.120075,Entire home/apt,FALSE,4,6,80,2,3.44611578,0.286173751,lisbon
1299,227.7204503,Entire home/apt,FALSE,2,10,75,1,2.585477974,0.29935117,lisbon
1300,242.7298311,Entire home/apt,FALSE,4,10,88,1,2.614274682,0.175488906,lisbon
1301,216.2288931,Entire home/apt,FALSE,2,10,80,1,2.618432289,0.16444496,lisbon
1302,222.0919325,Entire home/apt,FALSE,4,10,80,1,2.614676615,0.269008602,lisbon
1303,362.1013133,Entire home/apt,FALSE,4,10,100,2,2.517533034,0.485000807,lisbon
1304,181.5196998,Private room,FALSE,2,9,93,1,0.161026784,0.17560619,lisbon
1305,202.3921201,Entire home/apt,FALSE,2,10,99,0,3.126622082,0.66681299,lisbon
1306,247.6547842,Entire home/apt,FALSE,2,9,75,1,1.010791116,0.683308135,lisbon
1307,343.5741088,Entire home/apt,FALSE,5,9,98,3,2.003701258,0.467445678,lisbon
1308,202.6266417,Entire home/apt,FALSE,4,10,100,1,6.807734428,0.362604788,lisbon
1309,101.782364,Private room,FALSE,2,10,96,1,2.401339513,0.588978176,lisbon
1310,72.70168856,Private room,FALSE,2,9,90,1,3.081599357,0.340150079,lisbon
1311,84.42776735,Private room,FALSE,2,8,100,1,2.942612055,0.202555007,lisbon
1312,84.42776735,Private room,FALSE,2,9,100,1,3.1148725,0.311118931,lisbon
1313,239.4465291,Entire home/apt,FALSE,2,10,100,1,3.925874684,0.418938006,lisbon
1314,341.4634146,Entire home/apt,FALSE,4,10,94,2,1.226028026,0.542288986,lisbon
1315,352.7204503,Entire home/apt,FALSE,4,10,80,1,0.68798859,0.3053636,lisbon
1316,181.5196998,Entire home/apt,FALSE,4,10,92,1,1.016170023,0.690069054,lisbon
1317,537.7579737,Entire home/apt,FALSE,4,10,100,1,1.450066692,0.360808225,lisbon
1318,275.3283302,Entire home/apt,FALSE,4,10,100,2,3.259047329,0.44848847,lisbon
1319,408.3020638,Entire home/apt,FALSE,4,7,87,2,5.978305397,0.825067173,lisbon
1320,534.2401501,Entire home/apt,FALSE,6,10,100,3,0.158448945,0.219847478,lisbon
1321,193.011257,Entire home/apt,FALSE,4,7,74,2,2.377119315,0.703095062,lisbon
1322,245.3095685,Entire home/apt,FALSE,6,10,98,2,6.66215302,1.67561163,lisbon
1323,537.7579737,Entire home/apt,FALSE,4,10,89,0,0.51555337,0.303391381,lisbon
1324,112.1013133,Private room,FALSE,3,9,85,1,2.740845007,0.062091977,lisbon
1325,242.7298311,Entire home/apt,FALSE,4,8,80,2,1.117995549,0.618535225,lisbon
1326,288.2270169,Entire home/apt,FALSE,6,9,100,2,2.4816343,0.401736255,lisbon
1327,243.902439,Entire home/apt,FALSE,4,10,100,1,4.023555851,0.323001965,lisbon
1328,193.011257,Entire home/apt,FALSE,2,10,90,0,0.712743646,0.402808433,lisbon
1329,549.4840525,Entire home/apt,FALSE,4,10,95,2,1.105766318,0.57736486,lisbon
1330,227.7204503,Entire home/apt,FALSE,3,8,80,1,2.463344039,0.207982441,lisbon
1331,276.5009381,Entire home/apt,FALSE,4,10,92,2,3.825709781,0.386863166,lisbon
1332,238.2739212,Entire home/apt,FALSE,3,9,80,0,3.864614387,0.454131865,lisbon
1333,152.4390244,Private room,FALSE,2,8,100,1,2.371053374,0.176787978,lisbon
1334,445.1219512,Entire home/apt,FALSE,6,10,98,2,1.065150678,0.602677081,lisbon
1335,157.8330206,Private room,FALSE,2,9,95,1,1.874379672,0.27300821,lisbon
1336,77.62664165,Private room,FALSE,2,8,80,1,2.29666766,0.145649389,lisbon
1337,264.7748593,Entire home/apt,FALSE,5,8,95,2,6.133295967,0.82028172,lisbon
1338,129.4559099,Private room,FALSE,2,9,100,1,2.391137756,0.050730285,lisbon
1339,256.8011257,Entire home/apt,FALSE,6,9,92,3,2.454250875,0.070163636,lisbon
1340,204.7373358,Private room,FALSE,3,10,100,1,2.346146703,0.087592638,lisbon
1341,333.4896811,Entire home/apt,FALSE,6,9,84,3,1.234177044,0.545042454,lisbon
1342,153.6116323,Private room,FALSE,2,10,100,1,2.444669418,0.431103476,lisbon
1343,198.8742964,Entire home/apt,FALSE,3,10,100,1,1.287360245,0.68193616,lisbon
1344,135.0844278,Private room,FALSE,2,10,89,1,2.146786003,0.396084999,lisbon
